DATA,SRAG,PNEUMONIA,INSUFICIENCIA RESPIRATORIA,SEPTICEMIA,DEMAIS OBITOS,COVID19
2011-02-01,0.0,462.0,208.0,306.0,1140.0,0.0
2011-02-02,0.0,422.0,179.0,270.0,1132.0,0.0
2011-02-03,1.0,411.0,223.0,293.0,1122.0,0.0
2011-02-04,1.0,401.0,206.0,261.0,1141.0,0.0
2011-02-05,0.0,431.0,189.0,306.0,1194.0,0.0
2011-02-06,2.0,474.0,207.0,280.0,1102.0,0.0
2011-02-07,0.0,434.0,203.0,301.0,1158.0,0.0
2011-02-08,0.0,405.0,207.0,272.0,1137.0,0.0
2011-02-09,0.0,475.0,223.0,279.0,1133.0,0.0
2011-02-10,0.0,400.0,188.0,265.0,1126.0,0.0
2011-02-11,0.0,421.0,203.0,306.0,1124.0,0.0
2011-02-12,0.0,425.0,209.0,318.0,1106.0,0.0
2011-02-13,0.0,397.0,185.0,286.0,1100.0,0.0
2011-02-14,0.0,430.0,186.0,279.0,1121.0,0.0
2011-02-15,2.0,390.0,192.0,272.0,1166.0,0.0
2011-02-16,1.0,391.0,200.0,298.0,1055.0,0.0
2011-02-17,1.0,366.0,190.0,302.0,1024.0,0.0
2011-02-18,0.0,365.0,208.0,291.0,1084.0,0.0
2011-02-19,0.0,408.0,195.0,254.0,1100.0,0.0
2011-02-20,1.0,401.0,176.0,317.0,1095.0,0.0
2011-02-21,0.0,402.0,191.0,268.0,1170.0,0.0
2011-02-22,2.0,372.0,183.0,249.0,1105.0,0.0
2011-02-23,0.0,392.0,216.0,306.0,1110.0,0.0
2011-02-24,0.0,386.0,204.0,295.0,1128.0,0.0
2011-02-25,0.0,384.0,194.0,252.0,1108.0,0.0
2011-02-26,0.0,380.0,201.0,289.0,1052.0,0.0
2011-02-27,0.0,367.0,207.0,270.0,1059.0,0.0
2011-02-28,0.0,382.0,185.0,238.0,1106.0,0.0
2011-03-01,0.0,401.0,193.0,272.0,1094.0,0.0
2011-03-02,0.0,379.0,192.0,279.0,1094.0,0.0
2011-03-03,1.0,393.0,197.0,293.0,1119.0,0.0
